,Date,station,SMS-2.0in,SMS-2.0in
4945,2016-12-14,2113:AL:SCAN,28.82857142857143,7
4946,2016-12-21,2113:AL:SCAN,29.214285714285715,7
4947,2016-12-28,2113:AL:SCAN,29.514285714285712,7
4948,2017-01-04,2113:AL:SCAN,32.05714285714286,7
4949,2017-01-11,2113:AL:SCAN,30.52857142857143,7
4950,2017-01-18,2113:AL:SCAN,30.62857142857143,7
4951,2017-01-25,2113:AL:SCAN,34.18571428571429,7
4952,2017-02-01,2113:AL:SCAN,32.55714285714286,7
4953,2017-02-08,2113:AL:SCAN,32.528571428571425,7
4954,2017-02-15,2113:AL:SCAN,33.44285714285714,7
4955,2017-02-22,2113:AL:SCAN,32.74285714285714,7
4956,2017-03-01,2113:AL:SCAN,32.642857142857146,7
4957,2017-03-08,2113:AL:SCAN,34.07142857142857,7
4958,2017-03-15,2113:AL:SCAN,34.84285714285714,7
4959,2017-03-22,2113:AL:SCAN,34.02857142857143,7
4960,2017-03-29,2113:AL:SCAN,34.15714285714286,7
4961,2017-04-05,2113:AL:SCAN,34.92857142857143,7
4962,2017-04-12,2113:AL:SCAN,32.32857142857143,7
4963,2017-04-19,2113:AL:SCAN,21.457142857142856,7
4964,2017-04-26,2113:AL:SCAN,18.87142857142857,7
4965,2017-05-03,2113:AL:SCAN,30.657142857142855,7
4966,2017-05-10,2113:AL:SCAN,32.42857142857143,7
4967,2017-05-17,2113:AL:SCAN,30.27142857142857,7
4968,2017-05-24,2113:AL:SCAN,31.142857142857142,7
4969,2017-05-31,2113:AL:SCAN,34.8,7
4970,2017-06-07,2113:AL:SCAN,33.1,7
4971,2017-06-14,2113:AL:SCAN,28.985714285714288,7
4972,2017-06-21,2113:AL:SCAN,25.428571428571427,7
4973,2017-06-28,2113:AL:SCAN,33.77142857142857,7
5025,2018-06-27,2113:AL:SCAN,20.7,7
5026,2018-07-04,2113:AL:SCAN,26.642857142857142,7
5027,2018-07-11,2113:AL:SCAN,29.62857142857143,7
5028,2018-07-18,2113:AL:SCAN,28.0,7
5029,2018-07-25,2113:AL:SCAN,19.342857142857145,7
5030,2018-08-01,2113:AL:SCAN,7.985714285714286,7
5031,2018-08-08,2113:AL:SCAN,10.414285714285715,7
5032,2018-08-15,2113:AL:SCAN,7.8428571428571425,7
5033,2018-08-22,2113:AL:SCAN,17.814285714285713,7
5034,2018-08-29,2113:AL:SCAN,10.071428571428571,7
5035,2018-09-05,2113:AL:SCAN,6.328571428571429,7
5036,2018-09-12,2113:AL:SCAN,5.7,7
5037,2018-09-19,2113:AL:SCAN,11.814285714285715,7
5038,2018-09-26,2113:AL:SCAN,10.62857142857143,7
5039,2018-10-03,2113:AL:SCAN,28.47142857142857,7
5040,2018-10-10,2113:AL:SCAN,20.400000000000002,7
5041,2018-10-17,2113:AL:SCAN,17.557142857142857,7
5042,2018-10-24,2113:AL:SCAN,26.214285714285715,7
5043,2018-10-31,2113:AL:SCAN,26.32857142857143,7
5044,2018-11-07,2113:AL:SCAN,29.82857142857143,7
5045,2018-11-14,2113:AL:SCAN,31.357142857142858,7
5046,2018-11-21,2113:AL:SCAN,30.842857142857145,7
5047,2018-11-28,2113:AL:SCAN,29.771428571428572,7
5048,2018-12-05,2113:AL:SCAN,30.728571428571428,7
5049,2018-12-12,2113:AL:SCAN,32.01428571428571,7
5050,2018-12-19,2113:AL:SCAN,31.414285714285715,7
5051,2018-12-26,2113:AL:SCAN,31.12857142857143,7
5052,2019-01-02,2113:AL:SCAN,33.58571428571428,7
5053,2019-01-09,2113:AL:SCAN,33.55714285714286,7
5054,2019-01-16,2113:AL:SCAN,31.085714285714285,7
5055,2019-01-23,2113:AL:SCAN,32.214285714285715,7
5056,2019-01-30,2113:AL:SCAN,32.5,7
5057,2019-02-06,2113:AL:SCAN,30.0,7
5058,2019-02-13,2113:AL:SCAN,30.928571428571427,7
5059,2019-02-20,2113:AL:SCAN,34.6,7
5060,2019-02-27,2113:AL:SCAN,36.01428571428571,7
5061,2019-03-06,2113:AL:SCAN,33.22857142857143,7
5062,2019-03-13,2113:AL:SCAN,32.528571428571425,7
5063,2019-03-20,2113:AL:SCAN,31.457142857142856,7
5064,2019-03-27,2113:AL:SCAN,25.771428571428572,7
5065,2019-04-03,2113:AL:SCAN,21.12857142857143,7
5066,2019-04-10,2113:AL:SCAN,27.32857142857143,7
5067,2019-04-17,2113:AL:SCAN,29.342857142857145,7
5068,2019-04-24,2113:AL:SCAN,30.885714285714283,7
5069,2019-05-01,2113:AL:SCAN,23.785714285714285,7
5070,2019-05-08,2113:AL:SCAN,22.957142857142856,7
5071,2019-05-15,2113:AL:SCAN,31.12857142857143,7
5072,2019-05-22,2113:AL:SCAN,27.24285714285714,7
5073,2019-05-29,2113:AL:SCAN,11.542857142857143,7
5074,2019-06-05,2113:AL:SCAN,5.285714285714286,7
5075,2019-06-12,2113:AL:SCAN,22.957142857142856,7
5076,2019-06-19,2113:AL:SCAN,22.142857142857142,7
5077,2019-06-26,2113:AL:SCAN,18.6,7
5078,2019-07-03,2113:AL:SCAN,8.057142857142857,7
5079,2019-07-10,2113:AL:SCAN,4.542857142857143,7
5080,2019-07-17,2113:AL:SCAN,13.971428571428572,7
5081,2019-07-24,2113:AL:SCAN,16.7,7
5082,2019-07-31,2113:AL:SCAN,5.385714285714286,7
5083,2019-08-07,2113:AL:SCAN,16.142857142857142,7
5084,2019-08-14,2113:AL:SCAN,18.442857142857143,7
5085,2019-08-21,2113:AL:SCAN,8.171428571428573,7
5086,2019-08-28,2113:AL:SCAN,14.585714285714285,7
5087,2019-09-04,2113:AL:SCAN,24.771428571428572,7
5088,2019-09-11,2113:AL:SCAN,8.842857142857143,7
5089,2019-09-18,2113:AL:SCAN,4.485714285714286,7
5090,2019-09-25,2113:AL:SCAN,3.314285714285714,7
5091,2019-10-02,2113:AL:SCAN,2.7857142857142856,7
5092,2019-10-09,2113:AL:SCAN,13.085714285714285,7
5093,2019-10-16,2113:AL:SCAN,9.285714285714286,7
5094,2019-10-23,2113:AL:SCAN,12.728571428571428,7
5095,2019-10-30,2113:AL:SCAN,28.428571428571427,7
5096,2019-11-06,2113:AL:SCAN,30.97142857142857,7
5097,2019-11-13,2113:AL:SCAN,28.900000000000002,7
5098,2019-11-20,2113:AL:SCAN,29.228571428571428,7
5099,2019-11-27,2113:AL:SCAN,30.014285714285712,7
5100,2019-12-04,2113:AL:SCAN,31.857142857142858,7
5101,2019-12-11,2113:AL:SCAN,30.24285714285714,7
5102,2019-12-18,2113:AL:SCAN,32.285714285714285,7
5103,2019-12-25,2113:AL:SCAN,32.82857142857143,7
5104,2020-01-01,2113:AL:SCAN,32.67142857142857,7
5105,2020-01-08,2113:AL:SCAN,33.885714285714286,7
5106,2020-01-15,2113:AL:SCAN,32.24285714285715,7
5107,2020-01-22,2113:AL:SCAN,33.142857142857146,7
5108,2020-01-29,2113:AL:SCAN,32.9,7
5109,2020-02-05,2113:AL:SCAN,30.857142857142858,7
5110,2020-02-12,2113:AL:SCAN,36.05714285714286,7
5111,2020-02-19,2113:AL:SCAN,34.94285714285714,7
5112,2020-02-26,2113:AL:SCAN,34.642857142857146,7
5113,2020-03-04,2113:AL:SCAN,33.31428571428571,7
5114,2020-03-11,2113:AL:SCAN,34.642857142857146,7
5115,2020-03-18,2113:AL:SCAN,34.67142857142857,7
5116,2020-03-25,2113:AL:SCAN,34.714285714285715,7
5117,2020-04-01,2113:AL:SCAN,32.885714285714286,7
5118,2020-04-08,2113:AL:SCAN,29.542857142857144,7
5119,2020-04-15,2113:AL:SCAN,29.057142857142857,7
5120,2020-04-22,2113:AL:SCAN,31.271428571428572,7
5121,2020-04-29,2113:AL:SCAN,30.75714285714286,7
5122,2020-05-06,2113:AL:SCAN,23.82857142857143,7
5123,2020-05-13,2113:AL:SCAN,22.400000000000002,7
5124,2020-05-20,2113:AL:SCAN,22.400000000000002,7
5125,2020-05-27,2113:AL:SCAN,30.157142857142855,7
5126,2020-06-03,2113:AL:SCAN,29.485714285714288,7
5127,2020-06-10,2113:AL:SCAN,25.599999999999998,7
5128,2020-06-17,2113:AL:SCAN,21.17142857142857,7
5129,2020-06-24,2113:AL:SCAN,14.214285714285714,7
5130,2020-07-01,2113:AL:SCAN,31.97142857142857,7
5131,2020-07-08,2113:AL:SCAN,30.542857142857144,7
5132,2020-07-15,2113:AL:SCAN,30.32857142857143,7
5134,2020-07-29,2113:AL:SCAN,29.957142857142856,7
5135,2020-08-05,2113:AL:SCAN,29.599999999999998,7
5136,2020-08-12,2113:AL:SCAN,18.942857142857143,7
5137,2020-08-19,2113:AL:SCAN,11.1,7
5138,2020-08-26,2113:AL:SCAN,7.971428571428571,7
5139,2020-09-02,2113:AL:SCAN,24.785714285714285,7
5140,2020-09-09,2113:AL:SCAN,24.457142857142856,7
5141,2020-09-16,2113:AL:SCAN,22.67142857142857,7
5142,2020-09-23,2113:AL:SCAN,27.2,7
5143,2020-09-30,2113:AL:SCAN,31.157142857142855,7
5144,2020-10-07,2113:AL:SCAN,29.67142857142857,7
5145,2020-10-14,2113:AL:SCAN,30.285714285714285,7
5146,2020-10-21,2113:AL:SCAN,28.885714285714283,7
5147,2020-10-28,2113:AL:SCAN,28.914285714285715,7
5148,2020-11-04,2113:AL:SCAN,34.1,7
5149,2020-11-11,2113:AL:SCAN,32.51428571428571,7
5150,2020-11-18,2113:AL:SCAN,31.87142857142857,7
5151,2020-11-25,2113:AL:SCAN,28.785714285714285,7
5152,2020-12-02,2113:AL:SCAN,32.41428571428572,7
5153,2020-12-09,2113:AL:SCAN,34.75714285714286,7
5154,2020-12-16,2113:AL:SCAN,35.48571428571429,7
5155,2020-12-23,2113:AL:SCAN,36.25714285714286,7
5156,2020-12-30,2113:AL:SCAN,36.457142857142856,7
5157,2021-01-06,2113:AL:SCAN,35.42857142857143,7
5158,2021-01-13,2113:AL:SCAN,36.128571428571426,7
5159,2021-01-20,2113:AL:SCAN,36.22857142857143,7
5160,2021-01-27,2113:AL:SCAN,36.471428571428575,7
5161,2021-02-03,2113:AL:SCAN,36.9,7
5162,2021-02-10,2113:AL:SCAN,36.614285714285714,7
5163,2021-02-17,2113:AL:SCAN,36.98571428571428,7
5164,2021-02-24,2113:AL:SCAN,36.81428571428571,7
5165,2021-03-03,2113:AL:SCAN,37.15714285714286,7
5166,2021-03-10,2113:AL:SCAN,37.01428571428572,7
5167,2021-03-17,2113:AL:SCAN,36.3,7
5168,2021-03-24,2113:AL:SCAN,37.08571428571429,7
5169,2021-03-31,2113:AL:SCAN,36.98571428571428,7
5170,2006-05-24,2114:AL:SCAN,32.17142857142857,7
5171,2006-05-31,2114:AL:SCAN,24.157142857142855,7
5172,2006-06-07,2114:AL:SCAN,23.842857142857145,7
5173,2006-06-14,2114:AL:SCAN,18.657142857142855,7
5174,2006-06-21,2114:AL:SCAN,14.642857142857142,7
5175,2006-06-28,2114:AL:SCAN,14.914285714285715,7
5176,2006-07-05,2114:AL:SCAN,11.971428571428572,7
5177,2006-07-12,2114:AL:SCAN,20.75714285714286,7
5178,2006-07-19,2114:AL:SCAN,10.1,7
5179,2006-07-26,2114:AL:SCAN,11.742857142857144,7
5180,2006-08-02,2114:AL:SCAN,19.428571428571427,7
5181,2006-08-09,2114:AL:SCAN,13.085714285714285,7
5182,2006-08-16,2114:AL:SCAN,12.342857142857143,7
5183,2006-08-23,2114:AL:SCAN,9.042857142857143,7
5184,2006-08-30,2114:AL:SCAN,5.771428571428571,7
5185,2006-09-06,2114:AL:SCAN,4.385714285714285,7
5186,2006-09-13,2114:AL:SCAN,4.042857142857143,7
5187,2006-09-20,2114:AL:SCAN,8.942857142857141,7
5188,2006-09-27,2114:AL:SCAN,15.985714285714286,7
5189,2006-10-04,2114:AL:SCAN,13.37142857142857,7
5190,2006-10-11,2114:AL:SCAN,9.128571428571428,7
5191,2006-10-18,2114:AL:SCAN,12.228571428571428,7
5192,2006-10-25,2114:AL:SCAN,23.885714285714283,7
5193,2006-11-01,2114:AL:SCAN,23.25714285714286,7
5194,2006-11-08,2114:AL:SCAN,23.3,7
5195,2006-11-15,2114:AL:SCAN,25.914285714285715,7
5196,2006-11-22,2114:AL:SCAN,28.285714285714285,7
5197,2006-11-29,2114:AL:SCAN,19.185714285714287,7
5198,2006-12-06,2114:AL:SCAN,23.02857142857143,7
5199,2006-12-13,2114:AL:SCAN,20.599999999999998,7
5200,2006-12-20,2114:AL:SCAN,27.357142857142858,7
5201,2006-12-27,2114:AL:SCAN,36.714285714285715,7
5202,2007-01-03,2114:AL:SCAN,36.07142857142857,7
5203,2007-01-10,2114:AL:SCAN,37.871428571428574,7
5204,2007-01-17,2114:AL:SCAN,32.628571428571426,7
5205,2007-01-24,2114:AL:SCAN,32.27142857142857,7
5206,2007-01-31,2114:AL:SCAN,29.942857142857143,7
5207,2007-02-07,2114:AL:SCAN,35.728571428571435,7
5208,2007-02-14,2114:AL:SCAN,30.97142857142857,7
5209,2007-02-21,2114:AL:SCAN,26.085714285714285,7
5210,2007-02-28,2114:AL:SCAN,24.557142857142857,7
5211,2007-03-07,2114:AL:SCAN,21.385714285714283,7
5213,2007-03-21,2114:AL:SCAN,9.457142857142857,7
5214,2007-03-28,2114:AL:SCAN,6.957142857142856,7
5215,2007-04-04,2114:AL:SCAN,11.971428571428572,7
5216,2007-04-11,2114:AL:SCAN,17.442857142857143,7
5217,2007-04-18,2114:AL:SCAN,16.157142857142855,7
5218,2007-04-25,2114:AL:SCAN,9.742857142857144,7
5219,2007-05-02,2114:AL:SCAN,22.3,7
5221,2007-05-16,2114:AL:SCAN,9.085714285714285,7
5222,2007-05-23,2114:AL:SCAN,17.757142857142856,7
5223,2007-05-30,2114:AL:SCAN,7.914285714285714,7
5224,2007-06-06,2114:AL:SCAN,7.671428571428572,7
5225,2007-06-13,2114:AL:SCAN,11.957142857142857,7
5226,2007-06-20,2114:AL:SCAN,14.857142857142858,7
5227,2007-06-27,2114:AL:SCAN,14.12857142857143,7
5228,2007-07-04,2114:AL:SCAN,12.414285714285715,7
5229,2007-07-11,2114:AL:SCAN,29.285714285714285,7
5230,2007-07-18,2114:AL:SCAN,30.042857142857144,7
5231,2007-07-25,2114:AL:SCAN,27.214285714285715,7
5232,2007-08-01,2114:AL:SCAN,27.957142857142856,7
5233,2007-08-08,2114:AL:SCAN,17.657142857142855,7
5234,2007-08-15,2114:AL:SCAN,11.428571428571429,7
5235,2007-08-22,2114:AL:SCAN,17.52857142857143,7
5236,2007-08-29,2114:AL:SCAN,25.685714285714287,7
5237,2007-09-05,2114:AL:SCAN,28.257142857142856,7
5238,2007-09-12,2114:AL:SCAN,22.27142857142857,7
5239,2007-09-19,2114:AL:SCAN,28.24285714285714,7
5240,2007-09-26,2114:AL:SCAN,24.857142857142858,7
5241,2007-10-03,2114:AL:SCAN,22.82857142857143,7
5242,2007-10-10,2114:AL:SCAN,28.77142857142857,7
5243,2007-10-17,2114:AL:SCAN,27.171428571428574,7
5246,2007-11-07,2114:AL:SCAN,24.928571428571427,7
5247,2007-11-14,2114:AL:SCAN,17.714285714285715,7
5248,2007-11-21,2114:AL:SCAN,30.97142857142857,7
5249,2007-11-28,2114:AL:SCAN,34.91428571428572,7
5250,2007-12-05,2114:AL:SCAN,37.5,7
5251,2007-12-12,2114:AL:SCAN,35.642857142857146,7
5252,2007-12-19,2114:AL:SCAN,35.300000000000004,7
5253,2007-12-26,2114:AL:SCAN,39.0,7
5254,2008-01-02,2114:AL:SCAN,39.800000000000004,7
5255,2008-01-09,2114:AL:SCAN,37.9,7
5256,2008-01-16,2114:AL:SCAN,39.1,7
5257,2008-01-23,2114:AL:SCAN,39.785714285714285,7
5258,2008-01-30,2114:AL:SCAN,39.67142857142857,7
5259,2008-02-06,2114:AL:SCAN,40.285714285714285,7
5260,2008-02-13,2114:AL:SCAN,38.92857142857143,7
5261,2008-02-20,2114:AL:SCAN,39.05714285714286,7
5262,2008-02-27,2114:AL:SCAN,39.91428571428571,7
5263,2008-03-05,2114:AL:SCAN,38.57142857142857,7
5264,2008-03-12,2114:AL:SCAN,39.42857142857143,7
5265,2008-03-19,2114:AL:SCAN,30.32857142857143,7
5266,2008-03-26,2114:AL:SCAN,28.642857142857142,7
5267,2008-04-02,2114:AL:SCAN,20.342857142857138,7
5268,2008-04-09,2114:AL:SCAN,38.57142857142857,7
5269,2008-04-16,2114:AL:SCAN,31.0,7
5270,2008-04-23,2114:AL:SCAN,28.342857142857138,7
5271,2008-04-30,2114:AL:SCAN,27.67142857142857,7
5272,2008-05-07,2114:AL:SCAN,26.61428571428571,7
5273,2008-05-14,2114:AL:SCAN,20.342857142857145,7
5274,2008-05-21,2114:AL:SCAN,36.471428571428575,7
5275,2008-05-28,2114:AL:SCAN,34.81428571428571,7
5276,2008-06-04,2114:AL:SCAN,32.357142857142854,7
5277,2008-06-11,2114:AL:SCAN,23.928571428571427,7
5278,2008-06-18,2114:AL:SCAN,27.3,7
5279,2008-06-25,2114:AL:SCAN,27.642857142857142,7
5280,2008-07-02,2114:AL:SCAN,32.74285714285714,7
5281,2008-07-09,2114:AL:SCAN,33.471428571428575,7
5282,2008-07-16,2114:AL:SCAN,34.51428571428571,7
5283,2008-07-23,2114:AL:SCAN,21.642857142857142,7
5284,2008-07-30,2114:AL:SCAN,28.414285714285715,7
5285,2008-08-06,2114:AL:SCAN,19.514285714285712,7
5286,2008-08-13,2114:AL:SCAN,21.0,7
5287,2008-08-20,2114:AL:SCAN,31.985714285714284,7
5288,2008-08-27,2114:AL:SCAN,38.1,7
5289,2008-09-03,2114:AL:SCAN,37.771428571428565,7
5290,2008-09-10,2114:AL:SCAN,36.25714285714285,7
5291,2008-09-17,2114:AL:SCAN,34.24285714285714,7
5292,2008-09-24,2114:AL:SCAN,35.68571428571428,7
5293,2008-10-01,2114:AL:SCAN,25.32857142857143,7
5294,2008-10-08,2114:AL:SCAN,18.557142857142857,7
5295,2008-10-15,2114:AL:SCAN,20.057142857142857,7
5296,2008-10-22,2114:AL:SCAN,25.385714285714283,7
5297,2008-10-29,2114:AL:SCAN,29.97142857142857,7
5298,2008-11-05,2114:AL:SCAN,24.74285714285714,7
5299,2008-11-12,2114:AL:SCAN,18.728571428571428,7
5300,2008-11-19,2114:AL:SCAN,22.12857142857143,7
5301,2008-11-26,2114:AL:SCAN,18.514285714285712,7
5302,2008-12-03,2114:AL:SCAN,30.014285714285712,7
5303,2008-12-10,2114:AL:SCAN,34.17142857142857,7
5304,2008-12-17,2114:AL:SCAN,40.714285714285715,7
5305,2008-12-24,2114:AL:SCAN,40.15714285714286,7
5306,2008-12-31,2114:AL:SCAN,40.614285714285714,7
5307,2009-01-07,2114:AL:SCAN,40.028571428571425,7
5308,2009-01-14,2114:AL:SCAN,40.62857142857143,7
5309,2009-01-21,2114:AL:SCAN,39.1,7
5310,2009-01-28,2114:AL:SCAN,38.357142857142854,7
5311,2009-02-04,2114:AL:SCAN,38.32857142857143,7
5312,2009-02-11,2114:AL:SCAN,36.18571428571429,7
5314,2009-02-25,2114:AL:SCAN,38.271428571428565,7
5315,2009-03-04,2114:AL:SCAN,38.357142857142854,7
5316,2009-03-11,2114:AL:SCAN,34.48571428571429,7
5317,2009-03-18,2114:AL:SCAN,35.92857142857143,7
5318,2009-03-25,2114:AL:SCAN,35.48571428571429,7
5319,2009-04-01,2114:AL:SCAN,40.300000000000004,7
5320,2009-04-08,2114:AL:SCAN,39.042857142857144,7
5321,2009-04-15,2114:AL:SCAN,35.05714285714286,7
5322,2009-04-22,2114:AL:SCAN,37.285714285714285,7
5323,2009-04-29,2114:AL:SCAN,27.042857142857144,7
5324,2009-05-06,2114:AL:SCAN,25.357142857142858,7
5325,2009-05-13,2114:AL:SCAN,36.55714285714286,7
5326,2009-05-20,2114:AL:SCAN,35.68571428571429,7
5327,2009-05-27,2114:AL:SCAN,37.371428571428574,7
5328,2009-06-03,2114:AL:SCAN,31.585714285714285,7
5329,2009-06-10,2114:AL:SCAN,18.285714285714285,7
5330,2009-06-17,2114:AL:SCAN,22.385714285714283,7
5331,2009-06-24,2114:AL:SCAN,15.428571428571429,7
5332,2009-07-01,2114:AL:SCAN,10.457142857142857,7
5333,2009-07-08,2114:AL:SCAN,13.471428571428572,7
5334,2009-07-15,2114:AL:SCAN,15.957142857142857,7
5335,2009-07-22,2114:AL:SCAN,14.114285714285716,7
5336,2009-07-29,2114:AL:SCAN,9.62857142857143,7
5338,2009-08-12,2114:AL:SCAN,18.74285714285714,7
5340,2009-08-26,2114:AL:SCAN,26.157142857142855,7
5341,2009-09-02,2114:AL:SCAN,27.114285714285717,7
5342,2009-09-09,2114:AL:SCAN,32.271428571428565,7
5343,2009-09-16,2114:AL:SCAN,37.128571428571426,7
5344,2009-09-23,2114:AL:SCAN,40.25714285714286,7
5345,2009-09-30,2114:AL:SCAN,38.6,7
5346,2009-10-07,2114:AL:SCAN,34.48571428571429,7
5347,2009-10-14,2114:AL:SCAN,38.714285714285715,7
5348,2009-10-21,2114:AL:SCAN,38.714285714285715,7
5349,2009-10-28,2114:AL:SCAN,36.05714285714286,7
5350,2009-11-04,2114:AL:SCAN,38.4,7
5351,2009-11-11,2114:AL:SCAN,35.7,7
5352,2009-11-18,2114:AL:SCAN,39.42857142857143,7
5353,2009-11-25,2114:AL:SCAN,38.57142857142857,7
5354,2009-12-02,2114:AL:SCAN,37.199999999999996,7
5355,2009-12-09,2114:AL:SCAN,39.68571428571429,7
5356,2009-12-16,2114:AL:SCAN,40.128571428571426,7
5357,2009-12-23,2114:AL:SCAN,40.15714285714286,7
5358,2009-12-30,2114:AL:SCAN,39.41428571428571,7
5359,2010-01-06,2114:AL:SCAN,38.51428571428572,7
5361,2010-01-20,2114:AL:SCAN,37.471428571428575,7
5362,2010-01-27,2114:AL:SCAN,40.32857142857143,7
5363,2010-02-03,2114:AL:SCAN,39.642857142857146,7
5364,2010-02-10,2114:AL:SCAN,39.9,7
5365,2010-02-17,2114:AL:SCAN,39.6,7
5366,2010-02-24,2114:AL:SCAN,37.82857142857143,7
5367,2010-03-03,2114:AL:SCAN,37.07142857142857,7
5368,2010-03-10,2114:AL:SCAN,37.17142857142857,7
5369,2010-03-17,2114:AL:SCAN,39.471428571428575,7
5370,2010-03-24,2114:AL:SCAN,36.628571428571426,7
5371,2010-03-31,2114:AL:SCAN,32.91428571428572,7
5372,2010-04-07,2114:AL:SCAN,23.214285714285715,7
5373,2010-04-14,2114:AL:SCAN,30.985714285714288,7
5374,2010-04-21,2114:AL:SCAN,18.557142857142857,7
5375,2010-04-28,2114:AL:SCAN,29.185714285714287,7
5376,2010-05-05,2114:AL:SCAN,32.17142857142857,7
5377,2010-05-12,2114:AL:SCAN,22.67142857142857,7
5378,2010-05-19,2114:AL:SCAN,22.67142857142857,7
5379,2010-05-26,2114:AL:SCAN,33.300000000000004,7
5380,2010-06-02,2114:AL:SCAN,38.05714285714286,7
5381,2010-06-09,2114:AL:SCAN,38.55714285714286,7
5382,2010-06-16,2114:AL:SCAN,25.728571428571428,7
5383,2010-06-23,2114:AL:SCAN,23.785714285714285,7
5384,2010-06-30,2114:AL:SCAN,18.557142857142857,7
5385,2010-07-07,2114:AL:SCAN,29.642857142857142,7
5386,2010-07-14,2114:AL:SCAN,20.514285714285712,7
5387,2010-07-21,2114:AL:SCAN,37.31428571428571,7
5388,2010-07-28,2114:AL:SCAN,28.885714285714283,7
5389,2010-08-04,2114:AL:SCAN,29.74285714285714,7
5390,2010-08-11,2114:AL:SCAN,21.02857142857143,7
5391,2010-08-18,2114:AL:SCAN,30.47142857142857,7
5392,2010-08-25,2114:AL:SCAN,36.68571428571429,7
5393,2010-09-01,2114:AL:SCAN,33.042857142857144,7
5394,2010-09-08,2114:AL:SCAN,25.585714285714285,7
5395,2010-09-15,2114:AL:SCAN,19.085714285714285,7
5396,2010-09-22,2114:AL:SCAN,17.45714285714286,7
5397,2010-09-29,2114:AL:SCAN,16.814285714285713,7
5398,2010-10-06,2114:AL:SCAN,13.928571428571429,7
5399,2010-10-13,2114:AL:SCAN,13.142857142857142,7
5400,2010-10-20,2114:AL:SCAN,16.82857142857143,7
5401,2010-10-27,2114:AL:SCAN,14.814285714285715,7
5428,2011-06-01,2114:AL:SCAN,28.37142857142857,7
5429,2011-06-08,2114:AL:SCAN,26.25714285714286,7
5430,2011-06-15,2114:AL:SCAN,24.142857142857142,7
5431,2011-06-22,2114:AL:SCAN,23.814285714285717,7
5432,2011-06-29,2114:AL:SCAN,36.142857142857146,7
5433,2011-07-06,2114:AL:SCAN,28.900000000000002,7
5434,2011-07-13,2114:AL:SCAN,25.571428571428573,7
5435,2011-07-20,2114:AL:SCAN,34.285714285714285,7
5436,2011-07-27,2114:AL:SCAN,28.571428571428573,7
5437,2011-08-03,2114:AL:SCAN,34.4,7
5438,2011-08-10,2114:AL:SCAN,33.55714285714286,7
5439,2011-08-17,2114:AL:SCAN,33.642857142857146,7
5440,2011-08-24,2114:AL:SCAN,27.885714285714283,7
5441,2011-08-31,2114:AL:SCAN,24.514285714285712,7
5442,2011-09-07,2114:AL:SCAN,29.75714285714286,7
5443,2011-09-14,2114:AL:SCAN,34.457142857142856,7
5444,2011-09-21,2114:AL:SCAN,32.1,7
5445,2011-09-28,2114:AL:SCAN,37.271428571428565,7
5446,2011-10-05,2114:AL:SCAN,35.6,7
5447,2011-10-12,2114:AL:SCAN,30.214285714285715,7
5448,2011-10-19,2114:AL:SCAN,31.87142857142857,7
5449,2011-10-26,2114:AL:SCAN,27.814285714285713,7
5450,2011-11-02,2114:AL:SCAN,25.5,7
5451,2011-11-09,2114:AL:SCAN,31.042857142857144,7
5452,2011-11-16,2114:AL:SCAN,28.657142857142855,7
5453,2011-11-23,2114:AL:SCAN,35.871428571428574,7
5454,2011-11-30,2114:AL:SCAN,37.114285714285714,7
5455,2011-12-07,2114:AL:SCAN,37.65714285714286,7
5456,2011-12-14,2114:AL:SCAN,38.471428571428575,7
5457,2011-12-21,2114:AL:SCAN,38.81428571428571,7
5458,2011-12-28,2114:AL:SCAN,40.285714285714285,7
5459,2012-01-04,2114:AL:SCAN,39.75714285714286,7
5460,2012-01-11,2114:AL:SCAN,39.4,7
5461,2012-01-18,2114:AL:SCAN,39.699999999999996,7
5462,2012-01-25,2114:AL:SCAN,40.285714285714285,7
5463,2012-02-01,2114:AL:SCAN,40.042857142857144,7
5464,2012-02-08,2114:AL:SCAN,40.385714285714286,7
5465,2012-02-15,2114:AL:SCAN,39.65714285714286,7
5466,2012-02-22,2114:AL:SCAN,40.371428571428574,7
5467,2012-02-29,2114:AL:SCAN,39.800000000000004,7
5468,2012-03-07,2114:AL:SCAN,40.24285714285714,7
5469,2012-03-14,2114:AL:SCAN,40.042857142857144,7
5470,2012-03-21,2114:AL:SCAN,37.385714285714286,7
5471,2012-03-28,2114:AL:SCAN,39.07142857142857,7
5472,2012-04-04,2114:AL:SCAN,38.01428571428571,7
5473,2012-04-11,2114:AL:SCAN,36.51428571428571,7
5474,2012-04-18,2114:AL:SCAN,33.07142857142857,7
5475,2012-04-25,2114:AL:SCAN,32.24285714285714,7
5476,2012-05-02,2114:AL:SCAN,27.714285714285715,7
5477,2012-05-09,2114:AL:SCAN,35.142857142857146,7
5478,2012-05-16,2114:AL:SCAN,37.300000000000004,7
5479,2012-05-23,2114:AL:SCAN,33.44285714285714,7
5480,2012-05-30,2114:AL:SCAN,29.571428571428573,7
5481,2012-06-06,2114:AL:SCAN,39.55714285714286,7
5482,2012-06-13,2114:AL:SCAN,38.528571428571425,7
5483,2012-06-20,2114:AL:SCAN,36.371428571428574,7
5484,2012-06-27,2114:AL:SCAN,31.657142857142855,7
5485,2012-07-04,2114:AL:SCAN,29.357142857142858,7
